station_name,city,zip,latitude,longitude,ev_connector_types
UDR TEN20 #2,Bellevue,98004,47.619855,-122.195919,['J1772']
VALLEY MED CTR MAIN LOT #7,Renton,98055,47.443161,-122.212511,['J1772']
TAC ES CUW CP01 HQ #7,Tacoma,98421,47.260034,-122.434402,['J1772']
VALLEY MED CTR MAIN LOT #6,Renton,98055,47.443215,-122.212479,['J1772']
HAMPTON INN NORTH FRONT,Bellevue,98004,47.612051,-122.186391,['J1772']
VISITOR GARAGE WALL UNIT,Tacoma,98402,47.252059,-122.437484,['J1772']
BELLEVUE DOWNTOWN PARK 1,Bellevue,98004,47.613224,-122.206542,['J1772']
400 DEXTER AVE 400 DEXTER #2,Seattle,98109,47.622329,-122.342153,['J1772']
VM CHARGERS VIRGINIA MASON3,Seattle,98101,47.609553,-122.326337,['J1772']
VM CHARGERS VIRGINIA MASON1,Seattle,98101,47.609501,-122.326457,['J1772']
BELLINGHAM CITY COMMERCIAL ST 1,Bellingham,98225,48.750815,-122.47958,['J1772']
MADISON GARAGE MADISON GARAGE1,Seattle,98104,47.61008,-122.322151,['J1772']
INSIGNIA 953 97 98,Seattle,98121,47.616729,-122.342786,['J1772']
INSIGNIA 953 214 215,Seattle,98121,47.616629,-122.342611,['J1772']
INSIGNIA 953 136 137,Seattle,98121,47.616703,-122.342746,['J1772']
INSIGNIA 953 95 96,Seattle,98121,47.616701,-122.342813,['J1772']
INSIGNIA 953 134 135,Seattle,98121,47.616676,-122.342772,['J1772']
INSIGNIA 953 180 181,Seattle,98121,47.616608,-122.342771,['J1772']
INSIGNIA 953 174 175,Seattle,98121,47.616642,-122.34273,['J1772']
INSIGNIA 953 142 143,Seattle,98121,47.616646,-122.3428,['J1772']
INSIGNIA 953 178 179,Seattle,98121,47.61659,-122.342801,['J1772']
INSIGNIA 953 212 213,Seattle,98121,47.616588,-122.342651,['J1772']
INSIGNIA 953 218 219,Seattle,98121,47.616537,-122.342701,['J1772']
INSIGNIA 953 140 141,Seattle,98121,47.616616,-122.342831,['J1772']
INSIGNIA 953 103 104,Seattle,98121,47.616679,-122.342837,['J1772']
INSIGNIA 953 101 102,Seattle,98121,47.616655,-122.34286,['J1772']
KING COUNTY DES ISSAQUAH P&R 1,Issaquah,98027,47.545335,-122.019501,['J1772']
BELLEVUE SQUARE BELL SQ NORTH 2,Bellevue,98004,47.616939,-122.203004,['J1772']
BELLEVUE SQUARE BELL SQ NORTH 3,Bellevue,98004,47.616865,-122.202993,['J1772']
BELLEVUE SQUARE BELL SQ NORTH 4,Bellevue,98004,47.61677,-122.203004,['J1772']
LINC SQUARE EXP LSS P6 1,Bellevue,98004,47.614098,-122.200748,['J1772']
LINC SQUARE EXP LSS P2 111-112,Bellevue,98004,47.614394,-122.200531,['J1772']
LINC SQUARE EXP LSS P2 104-105,Bellevue,98004,47.614456,-122.200654,['J1772']
LINC SQUARE EXP LSE P2 #1,Bellevue,98004,47.614157,-122.20117,['J1772']
PUBLIC CHARGING ANGLE LAKE #3,SeaTac,98198,47.423292,-122.298719,['J1772']
KING COUNTY DES KSC STATION #6,Seattle,98104,47.598754,-122.331002,['J1772']
KING COUNTY DES KSC STATION #7,Seattle,98104,47.598758,-122.330972,['J1772']
KING COUNTY DES KSC STATION #3,Seattle,98104,47.59856,-122.330929,['J1772']
KING COUNTY DES KSC STATION #2,Seattle,98104,47.59855,-122.331009,['J1772']
KING COUNTY DES KSC STATION #4,Seattle,98104,47.598665,-122.330941,['J1772']
DC CORRIDOR WALLYPARKDC2,SeaTac,98188,47.43625,-122.296639,"['CHADEMO', 'J1772COMBO']"
PARK77 PARK77 LEASING,Arlington,98223,48.179818,-122.12624,['J1772']
SAMMAMISH CITY HALL LOT 1,Sammamish,98075,47.601564,-122.036305,['J1772']
SAMMAMISH CITY HALL LOT 2,Sammamish,98075,47.60161,-122.036303,['J1772']
UWB CASCADIA CC NORTH LEVEL 3 S,Bothell,98011,47.761846,-122.191872,['J1772']
UWB CASCADIA CC SOUTH LEVEL 4 N,Bothell,98011,47.757748,-122.19073,['J1772']
LINC SQUARE EXP LSS P2 102-103,Bellevue,98004,47.614517,-122.200807,['J1772']
LINC SQUARE EXP LSS P2 96 97,Bellevue,98004,47.614302,-122.200871,['J1772']
LINC SQUARE EXP LSS P2 123-124,Bellevue,98004,47.614315,-122.201099,['J1772']
DC CORRIDOR SEAHAWK 12D,Seattle,98134,47.597048,-122.330451,"['CHADEMO', 'J1772COMBO']"
DC CORRIDOR SEAHAWK 12C,Seattle,98134,47.597218,-122.330446,"['CHADEMO', 'J1772COMBO']"
QBRC QBRC 2,Ocean Shores,98569,47.042614,-124.170718,['J1772']
BLACKRIVER BLACKRIVER #2,Renton,98057,47.474453,-122.233397,['J1772']
1101 WESTLAKE WESTLAKE 1,Seattle,98109,47.628886,-122.341407,['J1772']
UWMC SURGERY STATION 1,Seattle,98195,47.64991,-122.307373,['J1772']
BMGF P1 STATION 1,Seattle,98109,47.623464,-122.345818,['J1772']
ISD411 ADMIN CENTER 2,Issaquah,98029,47.554889,-122.047456,['J1772']
INSIGNIA 953 190 191N,Seattle,98121,47.616928,-122.343611,['J1772']
JLR BELLEVUE SHOP 01,Bellevue,98005,47.627472,-122.155871,['J1772']
PACIFIC LUTH U STATION 1,Tacoma,98447,47.145087,-122.438886,['J1772']
SIA ECO 2,Spokane,99224,47.630319,-117.538566,['J1772']
SIA ECO 1,Spokane,99224,47.630409,-117.538666,['J1772']
T-MOBILE PARK ICHIRO,Seattle,98134,47.589652,-122.332938,['J1772']
T-MOBILE PARK FELIX,Seattle,98134,47.589803,-122.332999,['J1772']
T-MOBILE PARK EDGAR,Seattle,98134,47.589701,-122.332937,['J1772']
SKAGITYMCA TWO,Mount Vernon,98273,48.44309,-122.316904,['J1772']
SKAGITYMCA THREE,Mount Vernon,98273,48.443125,-122.316511,['J1772']
LINCOLN SQUARE LS NORTH DUAL 3,Bellevue,98004,47.61705,-122.201056,['J1772']
LINCOLN SQUARE LS NORTH DUAL 2,Bellevue,98004,47.617081,-122.201091,['J1772']
LINCOLN SQUARE LS NORTH DUAL 1,Bellevue,98004,47.617038,-122.201082,['J1772']
188 BLAINE ATRIUM2,Seattle,98102,47.635115,-122.325799,['J1772']
BELLEVUE PLACE BELL PLACE #1,Bellevue,98004,47.618331,-122.201301,['J1772']
BELLEVUE SQUARE BELL SQ WEST 5,Bellevue,98004,47.615923,-122.20553,['J1772']
BELLEVUE SQUARE BELL SQ WEST #1,Bellevue,98004,47.616107,-122.205532,['J1772']
VALLEY MED CTR NE GARAGE #3,Renton,98055,47.444763,-122.21277,['J1772']
COMMUNITY HOUSE COMMUNITY #1,Tacoma,98405,47.248875,-122.45322,['J1772']
COMMUNITY HOUSE COMMUNITY #3,Tacoma,98405,47.248898,-122.453094,['J1772']
UDR CHARGER 3,Bellevue,98004,47.618669,-122.191761,['J1772']
BSD501 SEHOME HIGH #2,Bellingham,98225,48.72757,-122.48128,['J1772']
DUAL EV STATION 3,Seattle,98105,47.66392,-122.300272,['J1772']
DUAL EV STATION 4,Seattle,98105,47.663931,-122.300224,['J1772']
DUAL EV STATION 2,Seattle,98105,47.663935,-122.300285,['J1772']
DUAL EV STATION 1,Seattle,98105,47.663975,-122.300272,['J1772']
THURSTON COUNTY COURTHOUSE 2,Olympia,98502,47.028924,-122.913068,['J1772']
CCB CCB 2,Bellevue,98004,47.614756,-122.195468,['J1772']
CAPITAL GATEWAY STATION 4,Olympia,98501,47.035855,-122.894786,['J1772']
CAPITAL GATEWAY STATION 2,Olympia,98501,47.035865,-122.894692,['J1772']
CAPITAL GATEWAY STATION 8,Olympia,98501,47.035846,-122.8949,['J1772']
PORT OF OLYMPIA WEST,Olympia,98501,47.05093,-122.902434,['J1772']
CAPITAL GATEWAY STATION 6,Olympia,98501,47.035841,-122.895035,['J1772']
BELLEFIELD MADRONA 2,Bellevue,98004,47.599721,-122.187136,['J1772']
KOZ WEAVER WEAVER RD MIDDL,Snohomish,98290,47.938226,-122.108766,['J1772']
CI&S COUNTRY INN #2,SeaTac,98188,47.43163,-122.29393,['J1772']
CITY OF ZILLAH P&R SOUTH,Zillah,98953,46.405006,-120.270737,['J1772']
"BELLEVUECOLLEGE BC SSC,U BLDG3",Bellevue,98007,47.583738,-122.14582,['J1772']
KGIP BELL SOUTH STATION 5,Bellevue,98114,47.612704,-122.185139,['J1772']
KGIP BELL SOUTH STATION 4,Bellevue,98114,47.612706,-122.18514,['J1772']
KGIP BELL SOUTH STATION 3,Bellevue,98004,47.612737,-122.18436,['J1772']
KC AIRPORT KC AIRPORT 1,Seattle,98108,47.53681,-122.303923,['J1772']
SOUND TRANSIT TUKWILA 1,Tukwila,98188,47.460222,-122.240733,['J1772']
KING COUNTY DES SK P&R 5,Kirkland,98033,47.643586,-122.195707,['J1772']
KING COUNTY DES SK P&R 2,Kirkland,98033,47.643579,-122.195911,['J1772']
KING COUNTY DES SK P&R 3,Kirkland,98033,47.643585,-122.195909,['J1772']
KING COUNTY DES ISSAQUAH P&R 7,Issaquah,98029,47.545783,-122.018483,['J1772']
KING COUNTY DES ISSAQUAH P&R 4,Issaquah,98029,47.54578,-122.018474,['J1772']
KING COUNTY DES ISSAQUAH P&R 3,Issaquah,98029,47.545787,-122.018479,['J1772']
INSIGNIA 953 146 147N,Seattle,98164,47.606191,-122.3321,['J1772']
INSIGNIA 953 228 229N,Seattle,98164,47.606129,-122.332106,['J1772']
INSIGNIA 953 192 193N,Seattle,98164,47.606171,-122.332083,['J1772']
INSIGNIA 953 152 153N,Seattle,98164,47.606211,-122.332055,['J1772']
INSIGNIA 953 226 227N,Seattle,98164,47.606119,-122.332135,['J1772']
INSIGNIA 953 186 187N,Seattle,98164,47.60614,-122.332163,['J1772']
INSIGNIA 953 232 233N,Seattle,98164,47.606148,-122.332065,['J1772']
INSIGNIA 953 234N,Seattle,98164,47.606155,-122.332037,['J1772']
INSIGNIA 953 185N,Seattle,98164,47.606126,-122.332195,['J1772']
INSIGNIA 953 194N,Seattle,98164,47.606182,-122.33206,['J1772']
INSIGNIA 953 225N,Seattle,98164,47.606111,-122.332163,['J1772']
INSIGNIA 953 143N,Seattle,98104,47.606162,-122.332173,['J1772']
INSIGNIA 953 188 189N,Seattle,98104,47.606153,-122.332134,['J1772']
WOODIN CREEK WOODIN CREEK 1,Woodinville,98072,47.752007,-122.157917,['J1772']
TAC ES TRTC ADMIN CP01,Tacoma,98409,47.228029,-122.499407,['J1772']
TAC ES CUW SE CP05,Tacoma,98421,47.259555,-122.433611,['J1772']
TAC ES CUW SE CP03,Tacoma,98421,47.259505,-122.433772,['J1772']
TAC PW PARKING CONV CTR CP 04,Tacoma,98402,47.247723,-122.438,['J1772']
ILANI 3B-1 DUAL,Ridgefield,98642,45.85314,-122.709076,['J1772']
ILANI 1B-1 DUAL,Ridgefield,98642,45.853153,-122.70891,['J1772']
ILANI 3B-2 DUAL,Ridgefield,98642,45.853123,-122.70916,['J1772']
ILANI 3A-2 SINGLE,Ridgefield,98642,45.8533,-122.70874,['J1772']
ILANI 3A-3 DUAL,Ridgefield,98642,45.85321,-122.709045,['J1772']
ILANI 3C-1 SINGLE,Ridgefield,98642,45.853115,-122.709,['J1772']
ILANI 3C-2 DUAL,Ridgefield,98642,45.846938,-122.700172,['J1772']
ILANI 3A-4 DUAL,Ridgefield,98642,45.850762,-122.708196,['J1772']
ILANI 3A-1 DUAL,Ridgefield,98642,45.853176,-122.70878,['J1772']
ILANI 3B-3 SINGLE,Ridgefield,98642,45.853138,-122.70895,['J1772']
SANDBERG VOLVO STATION 1,Lynnwood,98037,47.844271,-122.29492,['J1772']
RPI PORTEMONS 2005 POPLAR 1,Issaquah,98027,47.55054,-122.068955,['J1772']
RPI PORTEMONS 2005 POPLAR 3,Issaquah,98027,47.550508,-122.068641,['J1772']
AMPCAP 1003 VANCOUVE 1,Vancouver,98684,45.616152,-122.49766,['J1772']
AMPCAP 1003 VANCOUVE 2,Vancouver,98684,45.616461,-122.49669,['J1772']
FORT DENT STATION EV 1,Tukwila,98188,47.466305,-122.248888,['J1772']
188 BLAINE ATRIUM #1,Seattle,98102,47.635108,-122.325721,['J1772']
ALLEGRO 2019 ASH CREEK,Lynnwood,98037,47.847481,-122.261384,['J1772']
CAPITOL CITY STATION 01,Olympia,98502,47.03286,-122.92909,['J1772']
ALLEN INSTITUTE NORTH,Seattle,98109,47.625256,-122.339032,['J1772']
Pacific Northwest National Laboratory PNNL/RTL,Richland,99354,46.28042,-119.2752,"['J1772', 'NEMA515']"
Pacific Northwest National Laboratory PNNL/EMSL #1,Richland,99354,46.349989,-119.276458,['J1772']
Pacific Northwest National Laboratory PNNL/EMSL #4,Richland,99354,46.347582,-119.277892,['J1772']
Pacific Northwest National Laboratory PNNL/EMSL #5,Richland,99354,46.347582,-119.277892,['J1772']
Pacific Northwest National Laboratory PNNL/EMSL #6,Richland,99354,46.347582,-119.277892,['J1772']
Pacific Northwest National Laboratory PNNL/EMSL #7,Richland,99354,46.347582,-119.277892,['J1772']
Pacific Northwest National Laboratory PNNL/EMSL #8,Richland,99354,46.347582,-119.277892,['J1772']
Pacific Northwest National Laboratory PNNL/EMSL #9,Richland,99354,46.347582,-119.277892,['J1772']
Pacific Northwest National Laboratory PNNL/ETB #1,Richland,99354,46.34637,-119.275448,['J1772']
Pacific Northwest National Laboratory PNNL/ETB #2,Richland,99354,46.34637,-119.275448,['J1772']
Pacific Northwest National Laboratory PNNL/SEB #1,Richland,99354,46.351004,-119.283139,['J1772']
Pacific Northwest National Laboratory PNNL/SEB #2,Richland,99354,46.351004,-119.283139,['J1772']
Pacific Northwest National Laboratory PNNL/3860 #1,Richland,99354,46.351004,-119.283199,['J1772']
Pacific Northwest National Laboratory PNNL/3860 #2,Richland,99354,46.351004,-119.283199,['J1772']
Pacific Northwest National Laboratory PNNL/3860 #3,Richland,99354,46.351004,-119.283199,['J1772']
FAA - Regional Office Building (ANM),Des Moines,98198,47.409788,-122.305105,['J1772']
FHWA - Washington Division,Olympia,98501,47.041738,-122.901763,['J1772']
NOAA,SEATTLE,98112,47.63197,-122.28741,['J1772']
NAS Whidbey Island / N00620-B1973-1,Oak Harbor,98207,48.343166,-122.674942,['J1772']
Mission Support Alliance,Richland,99354,46.321933,-119.276827,['J1772']
Gifford Pinchot National Forest,VANCOUVER,98661,45.624407,-122.667352,['J1772']
District 13,Seattle,98134,47.604596,-122.335458,"['J1772', 'J1772COMBO']"
Pacific Northwest National Laboratory PNNL/PSL,Richland,99354,46.345176,-119.281309,['NEMA515']
Pacific Northwest National Laboratory PNNL/EMSL #1,Richland,99354,46.347582,-119.277892,"['J1772', 'NEMA515']"
Pacific Northwest National Laboratory PNNL/EMSL #10,Richland,99354,46.347582,-119.277892,"['J1772', 'NEMA515']"
Pacific Northwest National Laboratory PNNL/EMSL #4,Richland,99354,46.347582,-119.277892,"['J1772', 'NEMA515']"
Pacific Northwest National Laboratory PNNL/EMSL #5,Richland,99354,46.347582,-119.277892,"['J1772', 'NEMA515']"
Pacific Northwest National Laboratory PNNL/EMSL #6,Richland,99354,46.347582,-119.277892,"['J1772', 'NEMA515']"
Pacific Northwest National Laboratory PNNL/EMSL #7,Richland,99354,46.347582,-119.277892,"['J1772', 'NEMA515']"
Pacific Northwest National Laboratory PNNL/EMSL #8,Richland,99354,46.347582,-119.277892,"['J1772', 'NEMA515']"
Pacific Northwest National Laboratory PNNL/EMSL #9,Richland,99354,46.347582,-119.277892,"['J1772', 'NEMA515']"
Pacific Northwest National Laboratory PNNL/ETB #1,Richland,99354,46.34637,-119.275448,['J1772']
Pacific Northwest National Laboratory PNNL/ETB #2,Richland,99354,46.34637,-119.275448,"['J1772', 'NEMA515']"
FHWA - Western Federal Lands,Vancouver,98661,45.625045,-122.667377,['NEMA515']
Pacific Northwest National Laboratory PNNL/350,Richland,99354,46.270346,-119.299244,['NEMA515']
Pacific Northwest National Laboratory PNNL/LSL2,Richland,99354,46.345657,-119.278,['NEMA515']
Pacific Northwest National Laboratory PNNL/3410,Richland,99354,46.352234,-119.275874,['NEMA515']
Pacific Northwest National Laboratory PNNL/LSB,Richland,99354,46.34923,-119.271417,['NEMA515']
NUWC Keyport,Keyport,98370,47.70224,-122.624811,['NEMA515']
Pacific Northwest National Laboratory PNNL/EMSL #2 - Fleet,Richland,99354,46.347582,-119.277892,['J1772']
Pacific Northwest National Laboratory PNNL/EMSL #2 - Workplace,Richland,99354,46.347582,-119.277892,['J1772']
Pacific Northwest National Laboratory PNNL/MATH #1 - Station 1,Richland,99354,46.344837,-119.280303,['J1772']
Pacific Northwest National Laboratory PNNL/MATH #1 - Station 2,Richland,99354,46.344837,-119.280303,['J1772']
Pacific Northwest National Laboratory PNNL/EMSL #11 - Fleet,Richland,99354,46.347582,-119.277892,['J1772']
Pacific Northwest National Laboratory PNNL/EMSL #11 - Workplace,Richland,99354,46.347582,-119.277892,['J1772']
Pacific Northwest National Laboratory PNNL/BSF-CSF #1 - Station 1,Richland,99354,46.347175,-119.280772,['J1772']
Pacific Northwest National Laboratory PNNL/BSF-CSF #1 - Station 2,Richland,99354,46.347175,-119.280772,"['J1772', 'NEMA515']"
"Safeway #1600 (Bellevue, WA)",Bellevue,98004,47.61332,-122.20062,['J1772COMBO']
"Walmart 3794 - Federal Way, WA",Federal Way,98003,47.29149,-122.30889,"['CHADEMO', 'J1772', 'J1772COMBO']"
TRU TUKWILA TUKWILA 1,Tukwila,98188,47.449352,-122.254496,['J1772']
St. Michael Medical Center - East Garage,Silverdale,98383,47.65654521,-122.6737546,['J1772']
SAMISH NATION CANNERY SOUTH 1,Anacortes,98221,48.51004,-122.608116,['J1772']
SAMISH NATION CANNERY SOUTH 2,Anacortes,98221,48.510044,-122.608185,['J1772']
LODGES CHARGER OFFICE,Yakima,98908,46.589108,-120.601588,['J1772']
Lucky Dog Casino,Shelton,98584,47.337269,-123.160611,['J1772']
Silver Fir Lodge,Snoqualmie Pass,98068,47.401691,-121.407058,"['J1772', 'TESLA']"
LODGES CHARGER GARAGES,Yakima,98908,46.588986,-120.60055,['J1772']
NOJO 1288 NOJO 17,Bellevue,98005,47.622158,-122.176042,['J1772']
NOJO 1288 NOJO 15,Bellevue,98005,47.622172,-122.175417,['J1772']
NOJO 1288 NOJO 8,Bellevue,98005,47.621787,-122.175997,['J1772']
NOJO 1288 NOJO 7,Bellevue,98005,47.621722,-122.175868,['J1772']
NOJO 1288 NOJO 11,Bellevue,98005,47.621671,-122.17589,['J1772']
NOJO 1288 NOJO 3,Bellevue,98005,47.621852,-122.175836,['J1772']
NOJO 1288 NOJO 9,Bellevue,98005,47.621751,-122.175943,['J1772']
NOJO 1288 NOJO 6,Bellevue,98005,47.621758,-122.175804,['J1772']
NOJO 1288 NOJO 13,Bellevue,98005,47.621743,-122.176008,['J1772']
NOJO 1288 NOJO 21,Bellevue,98005,47.62216,-122.176,['J1772']
NOJO 1288 NOJO 2,Bellevue,98005,47.621837,-122.175922,['J1772']
NOJO 1288 NOJO 16,Bellevue,98005,47.622008,-122.175897,['J1772']
NOJO 1288 NOJO 4,Bellevue,98005,47.62183,-122.175707,['J1772']
NOJO 1288 NOJO 10,Bellevue,98005,47.621748,-122.175959,['J1772']
NOJO 1288 NOJO 19,Bellevue,98005,47.621685,-122.176008,['J1772']
NOJO 1288 NOJO 22 ADA,Bellevue,98005,47.621826,-122.175977,['J1772']
NOJO 1288 NOJO 12,Bellevue,98005,47.621808,-122.176051,['J1772']
NOJO 1288 NOJO 23,Bellevue,98005,47.621657,-122.175954,['J1772']
NOJO 1288 NOJO 20,Bellevue,98005,47.622044,-122.175811,['J1772']
NOJO 1288 NOJO 18,Bellevue,98005,47.62211,-122.175807,['J1772']
NOJO 1288 NOJO 14,Bellevue,98005,47.621921,-122.176015,['J1772']
NOJO 1288 NOJO 1,Bellevue,98005,47.621942,-122.175942,['J1772']
SANDBERG VOLVO STATION 2,Lynnwood,98037,47.843755,-122.294874,['J1772']
"QFC 828 (Kirkland, WA)",Kirkland,98034,47.71142,-122.19086,"['J1772', 'J1772COMBO']"
Venn@Main - Tesla Supercharger,Bellevue,98004,47.611048,-122.202181,['TESLA']
Northgate Mall - Tesla Supercharger,Seattle,98125,47.706589,-122.327778,['TESLA']
Bob's Burgers & Brew - Tesla Supercharger,Yakima,98901,46.609653,-120.491932,['TESLA']
Evergreen State College - Parking Lot C,Olympia,98505,47.071917,-122.976675,['J1772']
KOZ WEAVER WEAVER RD LEFT,Snohomish,98290,47.938215,-122.109075,['J1772']
PCC NATURAL PCC EDMONDS,Edmonds,98020,47.791134,-122.36613,['J1772']
NOJO 1288 NOJO 5,Bellevue,98005,47.621784,-122.175908,['J1772']
Celebration Center - Tesla Supercharger,Federal Way,98003,47.314888,-122.31487,['TESLA']
VALLEY MED CTR NE GARAGE #1,Renton,98055,47.444946,-122.212785,['J1772']
"Madison Pike WA3-141 ( Seattle, WA)",Seattle,98122,47.61388,-122.31477,['J1772COMBO']
St. Michael Medical Center - Pavilion Garage,Silverdale,98383,47.6583744,-122.6760529,['J1772']
UP EV STATION STATION 1,Seattle,98105,47.662815,-122.31902,['J1772']
"BoA Georgetown WA3-129 (Seattle, WA)",Seattle,98108,47.54795,-122.31837,"['CHADEMO', 'J1772COMBO']"
Alley 24 East,Seattle,98109,47.620214,-122.330658,['J1772']
CITY OF SEATAC CITY HALL 2,SeaTac,98188,47.434028,-122.273262,['J1772']
Porch Swing Properties,Lynden,98264,48.942575,-122.455243,['J1772']
"The Outlet Collection ( Auburn, WA)",Auburn,98001,47.29764,-122.24928,"['CHADEMO', 'J1772COMBO']"
LINC SQUARE EXP LSS P2 98-99,Bellevue,98004,47.614345,-122.200772,['J1772']
SAINT MARK'S SAINT MARKS,Seattle,98102,47.63173,-122.32099,['J1772']
Ridgewood Corporate Square Building G,Bellevue,98005,47.611519,-122.182197,['J1772']
Ridgewood Corporate Square Building D,Bellevue,98005,47.611815,-122.178134,['J1772']
"Walmart 2196 (Port Angeles, WA)",Port Angeles,98362,48.10993,-123.36134,"['CHADEMO', 'J1772COMBO']"
The Society Hotel,Bingen,98605,45.714228,-121.461813,['J1772']
KIRKLAND LIBRARY DUAL 2,Kirkland,98033,47.675893,-122.203128,['J1772']
KIRKLAND MARINA DUAL 2,Kirkland,98033,47.675556,-122.207383,['J1772']
KIRKLAND LIBRARY SOUTH 1,Kirkland,98033,47.675788,-122.202958,['J1772']
KIRKLAND MARINA PARK 1,Kirkland,98033,47.675365,-122.2075,['J1772']
KIRKLAND CITYHALL PUBLIC,Kirkland,98033,47.678476,-122.206806,['J1772']
Harvard Market,Seattle,98122,47.613498,-122.320931,['J1772']
DC CORRIDOR ZOO OTTER L2-S1,Seattle,98103,47.670285,-122.353765,['J1772']
DC CORRIDOR ZOO OTTER L2-D2,Seattle,98103,47.670287,-122.353696,['J1772']
DC CORRIDOR ZOO OTTER L2-D1,Seattle,98103,47.670292,-122.353627,['J1772']
"BoA Queen Anne WA3-154 (Seattle, WA)",Seattle,98119,47.62482,-122.35829,['J1772COMBO']
LC TRANSIT MELLEN ST. 1,Centralia,98531,46.711331,-122.976491,"['CHADEMO', 'J1772COMBO']"
LC TRANSIT MELLEN ST. 2,Centralia,98531,46.711291,-122.976524,['J1772']
NORTH COVE PARK STATION 1,Lake Stevens,98258,48.014624,-122.065442,['J1772']
Norland Trails,Poulsbo,98370,47.7651883,-122.6573597,['J1772']
"Walmart 2037 (Aberdeen, WA)",Aberdeen,98520,46.97642,-123.80708,"['CHADEMO', 'J1772COMBO']"
Timber Ridge At Talus,Issaquah,98027,47.53129,-122.06573,['J1772']
"Albertsons Safeway 1589 (Leavenworth, WA)",Leavenworth,98826,47.59736,-120.64588,['J1772COMBO']
Wonderland Estates,Renton,98058,47.465678,-122.142289,['J1772']
HOPEWORKS HOPEWORKS 1,Everett,98201,47.97331,-122.201162,['J1772']
SMT Garage -700 5th Ave Seattle,Seattle,98104,47.60521,-122.32972,['J1772']
SMT Garage - 700 5th Ave Seattle- DC Fast Charger,Seattle,98104,47.62606,-122.349,['J1772']
Everett Community College - Lot F,Everett,98201,48.005854,-122.204166,['J1772']
SEA41 SEA41 - 1,Seattle,98119,47.616159,-122.340064,['J1772']
AMZ SEA40 - 5,Seattle,98121,47.615052,-122.338336,['J1772']
AMZ SEA40 - 6,Seattle,98121,47.614986,-122.338444,['J1772']
AMZ SEA40 - 3,Seattle,98121,47.61554,-122.338778,['J1772']
AMZ SEA40 - 4,Seattle,98121,47.615059,-122.338454,['J1772']
AMZ SEA40 - 2,Seattle,98121,47.615399,-122.338834,['J1772']
AMZ SEA40 - 1,Seattle,98121,47.615489,-122.338786,['J1772']
SEA41 SEA41 - 4,Seattle,98121,47.616253,-122.340184,['J1772']
SEA41 SEA41 - 3,Seattle,98121,47.616246,-122.340184,['J1772']
SEA41 SEA41 - 6,Seattle,98121,47.616231,-122.340205,['J1772']
SEA41 SEA41 - 2,Seattle,98121,47.616129,-122.340052,['J1772']
SEA41 SEA41 - 5,Seattle,98121,47.616224,-122.340227,['J1772']
AMZ SEA25.26 - 1,Seattle,98109,47.623336,-122.336584,['J1772']
AMZ SEA25.26 - 2,Seattle,98109,47.62334,-122.336589,['J1772']
AMZ SEA25.26 3,Seattle,98109,47.623333,-122.336648,['J1772']
AMZ SEA25.26 - 4,Seattle,98109,47.623327,-122.336677,['J1772']
AMZ SEA24 01,Seattle,98109,47.623442,-122.335352,['J1772']
AMZ SEA24 02,Seattle,98109,47.623537,-122.335474,['J1772']
AMZ SEA20-22 001,Seattle,98109,47.622775,-122.336355,['J1772']
AMZ SEA20-22 002,Seattle,98109,47.622775,-122.336346,['J1772']
AMZ SEA20-22 004,Seattle,98109,47.623027,-122.3365,['J1772']
AMZ SEA20-22 003,Seattle,98109,47.623014,-122.336611,['J1772']
SEA27 28 SEA27-28 P4 001,Seattle,98109,47.621746,-122.336402,['J1772']
AMZ SEA27-28 P4 002,Seattle,98109,47.621821,-122.33637,['J1772']
SEA27 28 SEA27 28 P4 003,Seattle,98109,47.621851,-122.336423,['J1772']
SEA29 SEA29 - 1,Seattle,98109,47.620496,-122.33622,['J1772']
SEA29 SEA29 - 2,Seattle,98109,47.620275,-122.336253,['J1772']
SEA29 SEA29 - 4,Seattle,98109,47.620392,-122.336265,['J1772']
SEA29 SEA29 - 3,Seattle,98109,47.620267,-122.336259,['J1772']
SEA29 SEA29 - 5,Seattle,98109,47.62036,-122.336252,['J1772']
AMZ SEA23 P1 001,Seattle,98109,47.623917,-122.337695,['J1772']
AMZ SEA42 - 7,Seattle,98121,47.61664,-122.338877,['J1772']
AMZ SEA42 - 1,Seattle,98121,47.61669,-122.338963,['J1772']
AMZ SEA42 - 9,Seattle,98121,47.616677,-122.339024,['J1772']
AMZ SEA42 - 8,Seattle,98121,47.616684,-122.339013,['J1772']
AMZ SEA42 - 3,Seattle,98121,47.616676,-122.338931,['J1772']
AMZ SEA42 - 4,Seattle,98121,47.61669,-122.338985,['J1772']
AMZ SEA42 - 10,Seattle,98121,47.616684,-122.33897,['J1772']
AMZ SEA42 - 2,Seattle,98121,47.616712,-122.33907,['J1772']
AMZ SEA42 - 6,Seattle,98121,47.616632,-122.338942,['J1772']
AMZ SEA42 - 5,Seattle,98121,47.616654,-122.338888,['J1772']
AMZ SEA43 - 5,Seattle,98121,47.61751,-122.340955,['J1772']
AMZ SEA43 - 2,Seattle,98121,47.617088,-122.339838,['J1772']
AMZ SEA43 - 7,Seattle,98121,47.61751,-122.34093,['J1772']
AMZ SEA43 - 6,Seattle,98121,47.617528,-122.340928,['J1772']
AMZ SEA43 - 3,Seattle,98121,47.617167,-122.33982,['J1772']
